,0
0,0.987629384518319
1,0.9868591431159579
2,0.9868971643288349
3,0.9878029285023225
4,0.9882405429272056
5,0.9881528735354572
6,0.9862644167483894
7,0.9790234246620657
8,0.9653834802192334
9,0.9443826427901485
10,0.9117218992269753
11,0.8631483391538496
12,0.8250982768650972
13,0.78928277916927
14,0.6950320787110587
15,0.566126464064706
16,0.45788403118689724
17,0.3839767619872116
18,0.35868801852345467
19,0.3622275601234856
20,0.35868801852345467
21,0.36262159516207604
22,0.3855839438487191
23,0.4244208634325981
24,0.4446999128184905
25,0.4505223617015
26,0.45732793259675636
27,0.44400750405093764
28,0.40243996868271786
29,0.33249100236730506
30,0.2602261626995446
31,0.18848102731164415
32,0.1231095032347975
33,0.06625189877404995
34,0.03780678441098383
35,0.021046173645117773
36,0.011514378499234056
37,0.00629608122946874
38,0.00442665449972336
39,0.0052585723721987965
40,0.005483989587460353
41,0.0051983340040050955
42,0.005168412232390436
43,0.005411486994042087
44,0.00950387851226477
45,0.0198566102385544
46,0.032046084787469946
47,0.0356729238796953
48,0.039654880286689044
49,0.05128701194098899
50,0.05087132362835299
51,0.044610804564947405
52,0.042920869774938204
53,0.052545672127129545
54,0.04806016285718797
55,0.06476383634249436
56,0.10122928909821435
57,0.12462277017912515
58,0.16514081515158419
59,0.1978852663667471
60,0.22739417030964873
61,0.28939155671200556
62,0.4198936805738024
63,0.49665121666269146
64,0.5071197407271337
65,0.5640713687540397
66,0.6454681230485064
67,0.7115599230420784
68,0.749689675333082
69,0.7947306573155999
70,0.8285577745017649
71,0.8542658071017792
72,0.8744472118290125
73,0.9040801171222567
74,0.9329193778744155
75,0.9519411246462248
76,0.9614446607308438
77,0.9658124655329211
78,0.9727045065391843
79,0.9778353403467511
80,0.9802748320408695
81,0.9816962594325709
82,0.982043123110151
83,0.9818094629450634
84,0.979696029448589
85,0.975665565800715
86,0.9712514135282603
87,0.9665161209178739
88,0.9611476721919199
89,0.9544748731127383
90,0.9486592908890812
91,0.9470651042650245
92,0.9488074102584024
93,0.9517172327172674
94,0.9500941787545917
95,0.9418110843383259
96,0.9266826394940787
97,0.9044392532405825
98,0.8673592919414068
99,0.8136304084469939
100,0.7544367825779574
101,0.6882108002310474
102,0.5971841073918432
103,0.47724724958915166
104,0.35777237052533545
105,0.2658229232466794
106,0.1896307488311207
107,0.126758679465905
108,0.06901082225440161
109,0.03103817182918329
110,0.012797093155958176
111,0.0051485372735587944
112,0.0025217610378143983
113,0.0027636060676478227
114,0.006565939709528953
115,0.014175817306133499
116,0.02399874398225998
117,0.03412103038040682
118,0.04167834319349084
119,0.0473053569330732
120,0.04828347416429773
121,0.05750715135530192
122,0.10804854599355597
123,0.20015215211853632
124,0.29467796402462304
125,0.3547697340412321
126,0.3580338990008612
127,0.3105517193952743
128,0.22401769274934288
129,0.1276802716781579
130,0.06418440080726452
131,0.033037928124106886
132,0.018513130786029584
133,0.015875498751918245
134,0.017755899228616475
135,0.04806016285718797
136,0.1259935303179583
137,0.274503723847654
138,0.4144205031228263
139,0.4821313268317189
140,0.49483611995264193
141,0.4797587894822958
142,0.47278405089380215
143,0.5133959332988203
144,0.5958417956981152
145,0.6536129740039005
146,0.6885717701054818
147,0.7315792801187647
148,0.7859476250603329
149,0.8443333365950887
150,0.8862316534450582
151,0.9044904654776044
152,0.9034618017933728
153,0.8870585647675345
154,0.8661475092643949
155,0.8472014417967374
156,0.834847021857982
157,0.8271636711367005
158,0.8071181080411689
159,0.7691398882163932
160,0.7299151397041354
161,0.7016561486214312
162,0.6737216288533042
163,0.6543722803860523
164,0.6602941916080662
165,0.6910925047466131
166,0.7316900060193064
167,0.7745392980819884
168,0.8336511948185251
169,0.8807349169028116
170,0.9046950823883166
171,0.9046950823883166
172,0.8957765183889482
173,0.8853997749019609
174,0.8797464269269757
175,0.8704821963469429
176,0.8642450453519888
177,0.8691605616869709
178,0.8865866512705992
179,0.896326271291137
180,0.9036682798495058
181,0.923905883021947
182,0.9492200778049259
183,0.9696668163076786
184,0.9809100543561471
185,0.983085924444508
186,0.9781842800826808
187,0.9713027910610518
188,0.9704344236551202
189,0.9731881483266676
190,0.9762921189572943
191,0.979941604775352
192,0.9837580581061045
193,0.9862829942290615
194,0.9867875788002884
195,0.9865244121010636
196,0.9858390895000564
197,0.9838616871416966
198,0.9808882053528871
199,0.9779393816313858
200,0.9754333649401762
201,0.9718786813789206
202,0.9678051884363253
203,0.9653423565516364
204,0.9675937323193251
205,0.9737882033044902
206,0.9791697408921314
207,0.9817065896132363
208,0.9822726910739751
209,0.9829370480668272
210,0.9830117286740165
211,0.9821034040540999
212,0.9791089214958089
213,0.9738194000230215
214,0.9682430001716475
215,0.9649285410481714
216,0.9646779899637811
217,0.9647198667942127
218,0.9641505148195828
219,0.9630730082511716
220,0.9600088311122038
221,0.9469735379493911
222,0.9238216028752635
223,0.8915754891331349
224,0.8425774608270903
225,0.7680296858462071
226,0.684952413015752
227,0.6188534104007216
228,0.5914023900546944
229,0.6006674872447472
230,0.6224017638644728
231,0.6325813169522925
232,0.6271134134660834
233,0.615557022201111
234,0.6057408527872894
235,0.5866780579155714
236,0.5499034707077528
237,0.5087938639699023
238,0.4845042802814253
239,0.4885529504084051
240,0.5174376054727238
241,0.556792801933631
242,0.5887047269164323
243,0.609597971726341
244,0.6195114417178482
245,0.6162171241917431
246,0.6068061742327908
247,0.5905936455573245
248,0.5700931721332682
249,0.5442393926357244
250,0.5235641120938216
251,0.5223115852472404
252,0.5284316185323816
253,0.5657156242330518
254,0.6123828848658909
255,0.7042370617869391
256,0.7476682390004622
257,0.7786804322715752
258,0.7856600883673078
259,0.7812182936760729
260,0.7661038585078161
261,0.7446708713047925
262,0.7249986622001122
263,0.7078530372309193
264,0.6919303846573196
265,0.6810683168167649
266,0.664174469341859
267,0.659038105187955
268,0.6810683168167649
269,0.7139782253467476
270,0.7377379616754989
271,0.7506436608671042
272,0.7704474473929401
273,0.7781901269680045
274,0.7622211059420957
275,0.7231979932299144
276,0.6692743807875979
277,0.6151607649254498
278,0.587083623033899
279,0.5676320979499444
280,0.5479708221106225
281,0.6030733283764275
282,0.7131733936731479
283,0.7666116618785221
284,0.7806343802174985
285,0.7967713016225138
286,0.8336511948185251
287,0.8687619765324479
288,0.8826312810788688
289,0.8734813801489731
290,0.8455459488205725
291,0.7855641843718532
292,0.6841048236560342
293,0.5600919907291628
294,0.4637274287061736
295,0.3879984824038506
296,0.31079883243016626
297,0.2346583335005729
298,0.1805412601230188
299,0.1493248012976001
300,0.1421986954772046
301,0.16143207577824042
302,0.1932000622807485
303,0.22771209520401295
304,0.2809561144828018
305,0.37890093898537147
306,0.5185520597502927
307,0.6575280083570022
308,0.7790721530422902
309,0.8428839119626808
310,0.8662150606792975
311,0.8726394981716447
312,0.8926528235399493
313,0.9248692755959733
314,0.9447007462844337
315,0.9530737059552883
316,0.9534547939758983
317,0.9524966987490382
318,0.9577610029179041
319,0.9691012749343882
320,0.9768603121494241
321,0.979871807918108
322,0.9814459912924663
323,0.9819420358328987
324,0.9786273620188531
325,0.9701866370328145
326,0.955108478566322
327,0.9322756751783369
328,0.9117218992269753
329,0.9048993283628579
330,0.9059150093172563
331,0.9059655511914224
332,0.9011130849708282
333,0.8942242649995343
334,0.8934409515580676
335,0.9012184846524062
336,0.9051541148598709
337,0.9063187002841069
338,0.9045928203269551
339,0.9024238001398706
340,0.8990924600539686
341,0.8959967107217433
342,0.8981773461943123
343,0.9009020018093111
344,0.8986088503395633
345,0.8951136074637781
346,0.8914615660206989
347,0.887587535392969
348,0.8714663914083671
349,0.8490660754163368
350,0.8288029227321986
351,0.8161387757746549
352,0.8009011244367805
353,0.7791700105125833
354,0.7735457712159381
355,0.7746384914006816
356,0.7740428967842683
357,0.7694420653710647
358,0.7546464382138147
359,0.7273516535467145
360,0.6860404677606424
361,0.639692648487799
362,0.5942291870307541
363,0.556792801933631
364,0.5216155919983275
365,0.4810147810654959
366,0.44082459005493785
367,0.4009486760151708
368,0.3757060793467379
369,0.3725199278251804
370,0.3825053033745221
371,0.39270603652838526
372,0.3916285807084299
373,0.3979705185142213
374,0.40243996868271786
375,0.39055197377501183
376,0.36973935156935517
377,0.3350377747899962
378,0.2985503838894866
379,0.3289387290749709
380,0.4699959286950728
381,0.6617986830682753
382,0.793891757862932
383,0.8626663317548009
384,0.9029439715662285
385,0.9225048229193782
386,0.9310105418840097
387,0.9319708720263333
388,0.9238637531142324
389,0.911626086075796
390,0.9174909777509154
391,0.9183903782345906
392,0.9097886802287942
393,0.9122472847355281
394,0.9193699202850697
395,0.9274133573711731
396,0.928297780488824
397,0.9250357309302456
398,0.9306619075008046
399,0.9437736951569204
400,0.9457700459161626
401,0.9475510403123056
402,0.952302921128912
403,0.9441589890410679
404,0.9266418558137529
405,0.8935531478400971
406,0.8441051625375752
407,0.777010429468865
408,0.7151257761450607
409,0.6224017638644728
410,0.5131171024668415
411,0.4177024720220999
412,0.30195766722034884
413,0.1859082931957907
414,0.19281241886257852
415,0.21848480133539655
416,0.27310559394694434
417,0.33274532797190925
418,0.4471939185261967
419,0.5846485208106935
420,0.7070386615721604
421,0.7735457712159381
422,0.809865771654263
423,0.8404195276861647
424,0.8788760439550171
425,0.9048483016208813
426,0.9138074058228082
427,0.9173553323593219
428,0.9047972517156306
429,0.8924833109005711
430,0.8815331848017427
431,0.8623902971897436
432,0.8245167109792932
433,0.7751340231500573
434,0.7227467605282291
435,0.668282178763034
436,0.6261990326897017
437,0.6138388514007299
438,0.6248912812129027
439,0.6229263905097737
440,0.6160851365474768
441,0.6159531325105104
442,0.6143678111829203
443,0.6014699615418826
444,0.5726872479415704
445,0.5494894602005101
446,0.5533507480840395
447,0.579630440328922
448,0.6193798689918198
449,0.6677855471712223
450,0.7239866257978589
451,0.7817040870142498
452,0.8271636711367005
453,0.856277664398874
454,0.8778750660267308
455,0.8982313681724535
456,0.918524555075781
457,0.9360573121609927
458,0.9483618820619073
459,0.9556302548116126
460,0.9603840958354689
461,0.9656700398946759
462,0.9731561791733534
463,0.9786648582129315
464,0.9804445223266942
465,0.9790967326555182
466,0.9767506187214299
467,0.9782737284961418
468,0.9789621052685586
469,0.9765572892958431
470,0.9762358816762318
471,0.9807122667846817
472,0.9840151179627674
473,0.9867653097733956
474,0.9885737030634808
475,0.9888053673420167
476,0.9885611722949623
477,0.9885883599872355
478,0.9882465576476223
479,0.9862230036423112
480,0.9821684049135349
481,0.9710163514534657
482,0.9515832737721304
483,0.9212329748655766
484,0.8702494606516021
485,0.8156764150965856
486,0.7451156017401231
487,0.6652610705319232
488,0.6345258527050808
489,0.6889487253557426
490,0.7948916040535188
491,0.8951812369371224
492,0.9698255274221514
493,0.9883051870972923
494,0.969648732927012
495,0.9400265040644028
496,0.9075707765331185
497,0.870547996585522
498,0.853469456719088
499,0.864858876045218
500,0.870679516756106
501,0.8791252452530148
502,0.8911192016172189
503,0.8993602954282389
504,0.9042341720529853
505,0.9331452718920416
506,0.9347077607870522
507,0.9217743444613101
508,0.9120565458763884
509,0.8968736012171572
510,0.8708765963244485
511,0.864926943376012
512,0.9084140433700949
513,0.9552132849769517
514,0.970819681695929
515,0.9672058117623282
516,0.9587661267848335
517,0.9534276680188086
518,0.9510965976605708
519,0.9466979768219318
520,0.93909866593327
521,0.9344865486015609
522,0.9368836717086533
523,0.9470955944941324
524,0.9409753219378786
525,0.913666566310632
526,0.867292200608736
527,0.8247661280191599
528,0.7356580150211971
529,0.6912122744993523
530,0.6742139684026723
531,0.6434191353767085
532,0.7024786680397561
533,0.828230504325107
534,0.9420100798542599
535,0.9822330592322264
536,0.9888120050570628
537,0.9792435725486544
538,0.9490088510315787
539,0.8996099332409346
540,0.8527415474158776
541,0.7203301833886885
542,0.5445003998213035
543,0.6575373471298993
544,0.8123274107237618
545,0.8281184488636842
546,0.9013595230156267
547,0.9557199367482574
548,0.9686613348685035
549,0.9733426681342551
550,0.9779514646387054
551,0.9767961185817948
552,0.9714705310207141
553,0.9702746834546577
554,0.9662835005064709
555,0.9646345192946719
556,0.9694662713233807
557,0.9719397296120027
558,0.9698968844781667
559,0.97071728047267
560,0.9773475080600831
561,0.9842510631771471
562,0.9882199916459643
563,0.988313712002863
564,0.9826334623374681
565,0.9725576902210515
566,0.9603840958354689
567,0.9466672789459682
568,0.9580575216050959
569,0.9817581236128098
570,0.9870493321563033
571,0.9406007977425425
572,0.8408387593292534
573,0.7725644236648553
574,0.7386203543553356
575,0.7812243144303829
576,0.8509840528243728
577,0.8972260652107722
578,0.9246420461744039
579,0.9415235581957935
580,0.9704618372272091
581,0.9886270770109653
582,0.9855168158857494
583,0.9772800469110108
584,0.9568597175389114
585,0.9197235863121669
586,0.890775943557916
587,0.821924060482826
588,0.6723658316479147
589,0.40896406251945083
590,0.24291947477765888
591,0.31464005169649917
592,0.5692731901456592
593,0.7991646687324143
594,0.9096422437124152
595,0.970310786347813
596,0.9886153407848344
597,0.9753391237931045
598,0.9189899696325093
599,0.8229583735972418
600,0.7141486089439628
601,0.6491459399014479
602,0.5765823686625091
603,0.5196042407857436
604,0.4519302712428005
605,0.41914466095799724
606,0.41001701504473165
607,0.45273847573601445
608,0.6775701783979176
609,0.9333319845111583
610,0.9871324748440721
611,0.9870767195753443
612,0.9862519952521214
613,0.9829651101577054
614,0.9693944489291193
615,0.9519690441709068
616,0.9329193778744155
617,0.9150661104749327
618,0.9065199943416258
619,0.8937772458379016
620,0.8854593598819093
621,0.864858876045218
622,0.8431899074831679
623,0.8466010297298805
624,0.866079930740703
625,0.8706137700534905
626,0.8674933935569229
627,0.8625973641621048
628,0.8634918103298079
629,0.8596759586442275
630,0.8574175149652256
631,0.8525968550792483
632,0.8328503730710028
633,0.8114482590711841
634,0.7948237217786179
635,0.7684337991947626
636,0.7335681890821913
637,0.6726125430588569
638,0.5861371260439442
639,0.4941379893299218
640,0.4477484182831223
641,0.48017743813572117
642,0.5696832285546981
643,0.6440599834971171
644,0.6952699864526474
645,0.7194626358349938
646,0.7396992864458053
647,0.7644740620575038
648,0.7908897791855525
649,0.8190482972586285
650,0.8598862385978852
651,0.9174005688546322
652,0.9629635840889901
653,0.9840573097043174
654,0.9886042978695377
655,0.9785195345939735
656,0.9547734826770236
657,0.9274602339062228
658,0.9082755991985727
659,0.908447180665807
660,0.9233822166824374
661,0.9411054650967957
662,0.9562865775500544
663,0.9642738020420223
664,0.9730254806255652
665,0.9810651502316435
666,0.9875810894381947
667,0.9881625546740386
668,0.9833688667635144
669,0.9778744203222077
670,0.9747376312674735
671,0.9737725905749606
672,0.9729313026604958
673,0.9719289346854715
674,0.9695944190754626
675,0.9645100079963597
676,0.9555263499526672
677,0.9426362049413093
678,0.9290539733724241
679,0.9142287419836769
680,0.8983932901230433
681,0.8883480012729749
682,0.8728341772049475
683,0.849214484480047
684,0.8181106783711347
685,0.761809989076096
686,0.6731056956778817
687,0.5300991203884862
688,0.3693426916088636
689,0.2530063955326976
690,0.1937823325333041
691,0.1946575492190905
692,0.2675480806654432
693,0.3855839438487191
694,0.5198055450639252
695,0.6457238923146599
696,0.7597475485238641
697,0.8498069941862769
698,0.9211248438434885
699,0.9625892420000625
700,0.9811912046427441
701,0.9879485188678121
702,0.9883254744499314
703,0.9843121525658285
704,0.982833626785199
705,0.9825919999405837
706,0.988668957953201
707,0.9693579520714494
708,0.8943357749147292
709,0.7931440761717882
710,0.9194584630103002
711,0.9801606962036779
712,0.9809209669352031
713,0.9677476517835842
714,0.9582295951901659
715,0.8933286570192321
716,0.9125802256884532
717,0.9888081738452169
718,0.9626241712933865
719,0.9887669653730256
720,0.9605472340331415
721,0.9233142116181453
722,0.9217743444613101
723,0.9303507078449749
724,0.9443826427901485
725,0.9560950549635703
726,0.9662363464414611
727,0.964362399257809
728,0.9404008711904916
729,0.908710100241524
730,0.8904317904868758
731,0.9054083232878761
732,0.9261919229162349
733,0.9271299511078013
734,0.9218605925580101
735,0.9291727294365713
736,0.938368166448465
737,0.9428653459939516
738,0.9560179023847968
739,0.9669709062795955
740,0.9759810316660026
741,0.9782737284961418
742,0.9783246545892254
743,0.9761936093797027
744,0.971761071495236
745,0.9686936622190875
746,0.9639374317796324
747,0.951464212992425
748,0.9203830897802598
749,0.8585502736174478
750,0.7347792899680106
751,0.5522481737474733
752,0.45079988492577977
753,0.3972945020138287
754,0.3767700753050093
755,0.3525563026305497
756,0.36617457499197803
757,0.3894762239375964
758,0.400000434844011
759,0.4018975119127969
760,0.34672199660606723
761,0.2796598513796429
762,0.2016381904614127
763,0.14073183033726844
764,0.07842633795913725
765,0.052874831626230176
766,0.06097286535809572
767,0.12961223152732956
768,0.18035452752876802
769,0.1569054786840349
770,0.11165795151442393
771,0.10889189705295507
772,0.1927155751063365
773,0.2767245350717403
774,0.3777018594091058
775,0.5027936600857285
776,0.6013362522609226
777,0.6747059453743086
778,0.7335681890821913
779,0.8440290476810592
780,0.9057126115400637
781,0.9345603597391775
782,0.9405703451125086
783,0.9374174668553146
784,0.9248692755959733
785,0.9035650874845316
786,0.8922569486064544
787,0.8908904622898698
788,0.8803650109549939
789,0.8211661109864405
790,0.7061064187420144
791,0.617008704928752
792,0.5427176707654636
793,0.37716932166716094
794,0.25412769017188863
795,0.22139859078141255
796,0.34749779687256294
797,0.5565176366764689
798,0.716156344100672
799,0.8479494124841935
800,0.9184798506639127
801,0.9419106586261943
802,0.9530190314152328
803,0.9575871346732608
804,0.965893596861156
805,0.9827005380589968
806,0.9871532316677178
807,0.9864651536569728
808,0.983332765134167
809,0.9752429722266813
810,0.9659947510861234
811,0.9595350696324764
812,0.9479729092131602
813,0.9399240392372078
814,0.9378768313581834
815,0.9228038795379224
816,0.9100322913954797
817,0.9139948851354031
818,0.9046439629527637
819,0.878938383350424
820,0.8887557234528011
821,0.8956662764813085
822,0.9032549502177347
823,0.9249109196565469
824,0.9424720271241367
825,0.9207765332799671
826,0.8889881556722363
827,0.8902593778990686
828,0.8956111190695567
829,0.8944471869823291
830,0.9058644444218109
831,0.9344126636477317
832,0.9617395118029171
833,0.9804107292553452
834,0.9873538948207746
835,0.9861261740992298
836,0.9845491502877035
837,0.9857583407763982
838,0.9863260860993883
839,0.9865244121010636
840,0.9876379478854607
841,0.9884575775428684
842,0.9888132662472117
843,0.9885801647572589
844,0.9888087560694694
845,0.9854461643470288
846,0.9748126204069197
847,0.9644257316439403
848,0.9615356112342112
849,0.955889035940939
850,0.9593201691596359
851,0.9645730903209644
852,0.9642142057659643
853,0.9524690605079215
854,0.9304675516099361
855,0.8987702689433144
856,0.8754070925876214
857,0.8546987571393221
858,0.8177688495750425
859,0.7779938013299829
860,0.7689382926123661
861,0.8028985224305832
862,0.8536869782216964
863,0.8801178886924108
864,0.8885228899625671
865,0.8989851586738064
866,0.9102267760985604
867,0.92553316576899
868,0.942109348203994
869,0.9487482092305204
870,0.9401628804779194
871,0.9147413057098017
872,0.8831772042340403
873,0.8375335931424583
874,0.7845073127011112
875,0.7616042591011545
876,0.7386107629509873
877,0.724211709571955
878,0.7190079092514401
879,0.725559969655516
880,0.7205976061122448
881,0.6983538290017833
882,0.6697699496756799
883,0.6349148786501436
884,0.6229263905097737
885,0.6362087064033236
886,0.6426494736386908
887,0.6431626593933478
888,0.6496781357773114
889,0.6522189874943122
890,0.6475120567938237
891,0.6393062266433849
892,0.613574274704395
893,0.5583055762005816
894,0.4532986037441739
895,0.33605865999215767
896,0.23218781108165001
897,0.13598333158935183
898,0.07038615313019944
899,0.05036588354499736
900,0.07907389005694104
901,0.13463201530931332
902,0.219107438361956
903,0.31675520417991976
904,0.3920325276039779
905,0.47682872311448216
906,0.5598172586047291
907,0.6068061742327908
908,0.6324514998613608
909,0.6302418215588449
910,0.6070723522155811
911,0.5855959913256686
912,0.5536263084612466
913,0.5191092011495094
914,0.5034915222163993
915,0.5078173292791558
916,0.5313492581428297
917,0.5748686769069248
918,0.5904588083439981
919,0.6041410564584759
920,0.6734753233448929
921,0.7635540739373468
922,0.8211661109864405
923,0.8434191052569808
924,0.849214484480047
925,0.8299434998248496
926,0.7881433336895354
927,0.7499018688555474
928,0.7329061984620353
929,0.7101729221784213
930,0.682041591411063
931,0.6393062266433849
932,0.5762306163183135
933,0.48701716767973263
934,0.39055197377501183
935,0.31253103163813384
936,0.2561523780318245
937,0.22056396354679392
938,0.2048285318485293
939,0.19739434119705776
940,0.19088064388524648
941,0.18762127390973232
942,0.19729623659090867
943,0.21724238850934255
944,0.23887892791881954
945,0.2761392687616319
946,0.33287252017957564
947,0.4065144173382869
948,0.45788403118689724
949,0.4750153406672292
950,0.46720904901662746
951,0.4417929190483429
952,0.41838695180500723
953,0.40814710796416703
954,0.44400750405093764
955,0.5257899595248581
956,0.6284181669359177
957,0.7068057534847847
958,0.7688374515692555
959,0.8217558313493597
960,0.8473512620037136
961,0.8554898939163463
962,0.8469014620702277
